SDA,type,post,meas,treat,sfy,rgrp4,rgrp3,rgrp9,rgrp6,tot_tvst
Hidalgo SDA,mce,0,cnt,1,2015,0.0007541478,0.0001541782,0.0012531328,0,0.0028691104
Hidalgo SDA,mce,0,cnt,1,2016,0,0.000494927,0,0.0001414827,0.000494927
Hidalgo SDA,mce,0,cnt,1,2017,0.000509165,0,0,0.0001616554,0.000509165
Hidalgo SDA,mce,0,cnt,1,2018,0,0.000087581,0.0008250825,0.0002890173,0.0017215679
Hidalgo SDA,mce,0,cnt,0,2013,0.0001255335,0.0000798021,0.000167336,0,0.0004465319
Hidalgo SDA,mce,0,cnt,0,2014,0.0003210273,0.0000626096,0.0001981768,0.0004638219,0.0006760345
Hidalgo SDA,mce,0,cnt,0,2015,0.0001488538,0.0000414182,0.000314021,0.0004602896,0.0015658153
Hidalgo SDA,mce,0,cnt,0,2016,0.0002785515,0.0002984718,0.0005172771,0.0004013089,0.0023594527
Hidalgo SDA,mce,0,cnt,0,2017,0.0004143646,0.0001872659,0,0.0004857705,0.0006016306
Hidalgo SDA,mce,0,cnt,0,2018,0.000538677,0.0000587579,0.000109505,0.0004335403,0.0017389874
Hidalgo SDA,mce,0,cost,1,2013,0,0,0,,0
Hidalgo SDA,mce,0,cost,1,2014,0.0204224942,3.2767561983,0,0,3.2971786925
Hidalgo SDA,mce,0,cost,1,2015,0.260751634,3.9558726488,0.0132205514,0,4.2373105573
Hidalgo SDA,mce,0,cost,1,2016,0,26.140784459,0,1.7424717035,26.140784459
Hidalgo SDA,mce,0,cost,1,2017,7.3394161575,0,0,0.1619576463,7.3394161575
Hidalgo SDA,mce,0,cost,1,2018,0,0.0241171834,11.663737624,0.9992683044,23.122891693
Hidalgo SDA,mce,0,cost,0,2013,3.8700133902,4.4712161839,5.0508617805,0,15.621487654
Hidalgo SDA,mce,0,cost,0,2014,19.2098855,0.0018250689,2.8182183908,15.673136209,23.369818756
Hidalgo SDA,mce,0,cost,0,2015,1.0285809269,0.0158080683,4.5884997645,5.2826366223,16.577273937
Hidalgo SDA,mce,0,cost,0,2016,4.1366587744,1.3383300501,2.3604603766,2.4775362721,9.0332740323
Hidalgo SDA,mce,0,cost,0,2017,0.9882546041,0.1526095506,0,9.059013175,1.1408641546
Hidalgo SDA,mce,0,cost,0,2018,6.1187653523,4.7886100828,0.1845105125,2.116735639,12.830834339
Hidalgo SDA,mce,1,cnt,1,2013,0,0,0,,0
Hidalgo SDA,mce,1,cnt,1,2014,0.0008741259,0.0001721763,0,0,0.0010463022
Hidalgo SDA,mce,1,cnt,1,2015,0.0005027652,0.0003083565,0.0012531328,0.0007836991,0.002771906
Hidalgo SDA,mce,1,cnt,1,2016,0.0006435006,0,0,0.0008488964,0.0006435006
Hidalgo SDA,mce,1,cnt,1,2017,0.0006788866,0.000207168,0,0.0004849661,0.0008860546
Hidalgo SDA,mce,1,cnt,1,2018,0.0001797914,0,0,0.0004816956,0.0001797914
Hidalgo SDA,mce,1,cnt,0,2013,0,0.000039901,0.000167336,0,0.000657185
Hidalgo SDA,mce,1,cnt,0,2014,0.0001070091,0,0.0009908839,0.0003092146,0.0020817527
Hidalgo SDA,mce,1,cnt,0,2015,0.0002977077,0.0001656726,0.0005495368,0.0005858231,0.0023630292
Hidalgo SDA,mce,1,cnt,0,2016,0.0004178273,0.0003581662,0.0004138216,0.0006173983,0.0024616635
Hidalgo SDA,mce,1,cnt,0,2017,0.0004143646,0.0001872659,0.0005880969,0.0004265302,0.0021577615
Hidalgo SDA,mce,1,cnt,0,2018,0.0002154708,0.0001762736,0.000109505,0.0004335403,0.0005462084
Hidalgo SDA,mce,1,cost,1,2013,0,0,0,,0
Hidalgo SDA,mce,1,cost,1,2014,3.6915996503,0.1149535124,0,0,3.8065531627
Hidalgo SDA,mce,1,cost,1,2015,1.6341729512,0.8165772433,0.1557769424,0.3705120167,2.6944952926
Hidalgo SDA,mce,1,cost,1,2016,2.6913281853,0,0,1.0046208263,2.6913281853
Hidalgo SDA,mce,1,cost,1,2017,3.6789511202,0.0685156412,0,0.2096791141,3.7474667613
Hidalgo SDA,mce,1,cost,1,2018,0.0399101043,0,0,3.1051141618,0.0399101043
Hidalgo SDA,mce,1,cost,0,2013,0,1.1551552151,6.7835491968,0,26.178914474
Hidalgo SDA,mce,1,cost,0,2014,1.8987121455,0,19.734334126,17.049179035,50.827278592
Hidalgo SDA,mce,1,cost,0,2015,1.2216368959,1.3840726474,4.224551735,3.7209996652,24.753594039
Hidalgo SDA,mce,1,cost,0,2016,7.672634169,5.41022266,2.4623722326,7.7791192813,16.770941903
Hidalgo SDA,mce,1,cost,0,2017,12.678760129,2.1046916355,3.7790284639,1.8768282742,22.194407042
Hidalgo SDA,mce,1,cost,0,2018,1.1185778927,0.9478629767,16.804981384,3.4447846093,25.77096512
Hidalgo SDA,mcm,0,cnt,1,2013,0,0,0,,0
Hidalgo SDA,mcm,0,cnt,1,2014,0.1666666667,0.1666666667,0,0,0.3333333333
Hidalgo SDA,mcm,0,cnt,1,2015,0.25,0.1666666667,0.1666666667,0,0.5833333333
Hidalgo SDA,mcm,0,cnt,1,2016,0,0.1666666667,0,0.1666666667,0.1666666667
Hidalgo SDA,mcm,0,cnt,1,2017,0.25,0,0,0.1666666667,0.25
Hidalgo SDA,mcm,0,cnt,1,2018,0,0.1666666667,0.1666666667,0.2,0.3333333333
Hidalgo SDA,mcm,0,cnt,0,2013,0.1666666667,0.1666666667,0.1666666667,0,0.5
Hidalgo SDA,mcm,0,cnt,0,2014,0.1666666667,0.1666666667,0.1666666667,0.2,0.5
Hidalgo SDA,mcm,0,cnt,0,2015,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.8333333333
Hidalgo SDA,mcm,0,cnt,0,2016,0.1666666667,0.1666666667,0.2777777778,0.1805555556,1
Hidalgo SDA,mcm,0,cnt,0,2017,0.1666666667,0.1666666667,0,0.1708333333,0.3333333333
Hidalgo SDA,mcm,0,cnt,0,2018,0.1666666667,0.1666666667,0.1666666667,0.1788617886,0.5
Hidalgo SDA,mcm,0,cost,1,2013,0,0,0,,0
Hidalgo SDA,mcm,0,cost,1,2014,11.681666667,3171.9,0,0,3183.5816667
Hidalgo SDA,mcm,0,cost,1,2015,86.439166667,4276.2983333,1.7583333333,0,4364.4958333
Hidalgo SDA,mcm,0,cost,1,2016,0,8802.9091667,0,2052.6316667,8802.9091667
Hidalgo SDA,mcm,0,cost,1,2017,3603.6533333,0,0,166.97833333,3603.6533333
Hidalgo SDA,mcm,0,cost,1,2018,0,45.895,2356.075,691.49366667,2401.97
Hidalgo SDA,mcm,0,cost,0,2013,5138.0877778,9338.135,5030.6583333,0,19506.881111
Hidalgo SDA,mcm,0,cost,0,2014,9973.1322222,4.8583333333,2370.1216667,6758.2563333,12348.112222
Hidalgo SDA,mcm,0,cost,0,2015,1151.6677778,63.611666667,2435.34625,1912.794697,9987.7694444
Hidalgo SDA,mcm,0,cost,0,2016,2475.1008333,747.3235,1267.5672222,1114.6848611,5136.1701667
Hidalgo SDA,mcm,0,cost,0,2017,397.49796296,135.8225,0,3185.8284583,533.32046296
Hidalgo SDA,mcm,0,cost,0,2018,1893.146,13582.8925,280.825,873.28252033,15756.8635
Hidalgo SDA,mcm,1,cnt,1,2013,0,0,0,,0
Hidalgo SDA,mcm,1,cnt,1,2014,0.1666666667,0.1666666667,0,0,0.3333333333
Hidalgo SDA,mcm,1,cnt,1,2015,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.5
Hidalgo SDA,mcm,1,cnt,1,2016,0.1666666667,0,0,0.1666666667,0.1666666667
Hidalgo SDA,mcm,1,cnt,1,2017,0.1666666667,0.1666666667,0,0.2,0.3333333333
Hidalgo SDA,mcm,1,cnt,1,2018,0.1666666667,0,0,0.1851851852,0.1666666667
Hidalgo SDA,mcm,1,cnt,0,2013,0,0.1666666667,0.1666666667,0,0.3333333333
Hidalgo SDA,mcm,1,cnt,0,2014,0.1666666667,0,0.1666666667,0.1666666667,0.5
Hidalgo SDA,mcm,1,cnt,0,2015,0.1666666667,0.2222222222,0.1666666667,0.1666666667,0.8888888889
Hidalgo SDA,mcm,1,cnt,0,2016,0.1666666667,0.1666666667,0.1666666667,0.1754385965,0.8333333333
Hidalgo SDA,mcm,1,cnt,0,2017,0.1875,0.1666666667,0.2083333333,0.1666666667,0.7708333333
Hidalgo SDA,mcm,1,cnt,0,2018,0.2222222222,0.1666666667,0.1666666667,0.1705426357,0.5555555556
Hidalgo SDA,mcm,1,cost,1,2013,0,0,0,,0
Hidalgo SDA,mcm,1,cost,1,2014,703.865,111.275,0,0,815.14
Hidalgo SDA,mcm,1,cost,1,2015,541.72833333,441.36,20.718333333,78.795555556,1003.8066667
Hidalgo SDA,mcm,1,cost,1,2016,697.054,0,0,197.24055556,697.054
Hidalgo SDA,mcm,1,cost,1,2017,903.1825,55.120833333,0,86.471666667,958.30333333
Hidalgo SDA,mcm,1,cost,1,2018,36.996666667,0,0,1193.7438889,36.996666667
Hidalgo SDA,mcm,1,cost,0,2013,0,4825.0833333,6756.415,0,11581.498333
Hidalgo SDA,mcm,1,cost,0,2014,2957.2441667,0,3319.315,9189.5075,11936.120417
Hidalgo SDA,mcm,1,cost,0,2015,683.91305556,1856.5027778,1281.2461905,1058.6244048,6419.5145833
Hidalgo SDA,mcm,1,cost,0,2016,3060.5285185,2517.5569444,991.72041667,2210.4981579,7564.7787963
Hidalgo SDA,mcm,1,cost,0,2017,5737.1389583,1873.1755556,1338.7208333,733.37064815,10287.756181
Hidalgo SDA,mcm,1,cost,0,2018,1153.6266667,896.20444444,25577.181667,1355.0821318,27627.012778
Hidalgo SDA,mcn,0,cnt,1,2013,0,0,0,,0
Hidalgo SDA,mcn,0,cnt,1,2014,1,1,0,0,2
Hidalgo SDA,mcn,0,cnt,1,2015,2,1,1,0,4
Hidalgo SDA,mcn,0,cnt,1,2016,0,4,0,1,4
Hidalgo SDA,mcn,0,cnt,1,2017,2,0,0,2,2
Hidalgo SDA,mcn,0,cnt,1,2018,0,1,1,5,2
Hidalgo SDA,mcn,0,cnt,0,2013,3,2,1,0,6
Hidalgo SDA,mcn,0,cnt,0,2014,6,1,1,5,8
Hidalgo SDA,mcn,0,cnt,0,2015,3,1,4,11,8
Hidalgo SDA,mcn,0,cnt,0,2016,6,10,3,12,19
Hidalgo SDA,mcn,0,cnt,0,2017,9,6,0,40,15
Hidalgo SDA,mcn,0,cnt,0,2018,10,2,1,41,13
Hidalgo SDA,mcn,1,cnt,1,2013,0,0,0,,0
Hidalgo SDA,mcn,1,cnt,1,2014,3,1,0,0,4
Hidalgo SDA,mcn,1,cnt,1,2015,2,2,1,3,5
Hidalgo SDA,mcn,1,cnt,1,2016,5,0,0,6,5
Hidalgo SDA,mcn,1,cnt,1,2017,4,2,0,5,6
Hidalgo SDA,mcn,1,cnt,1,2018,1,0,0,9,1
Hidalgo SDA,mcn,1,cnt,0,2013,0,1,1,0,2
Hidalgo SDA,mcn,1,cnt,0,2014,2,0,5,4,7
Hidalgo SDA,mcn,1,cnt,0,2015,6,3,7,14,16
Hidalgo SDA,mcn,1,cnt,0,2016,9,12,4,19,25
Hidalgo SDA,mcn,1,cnt,0,2017,8,6,4,36,18
Hidalgo SDA,mcn,1,cnt,0,2018,3,6,1,43,10
Hidalgo SDA,med,0,cost,1,2013,839.14839218,399.29062796,938.10549598,,3333.9845903
Hidalgo SDA,med,0,cost,1,2014,833.15882292,358.37903611,782.13696675,1544.5799133,3741.2885129
Hidalgo SDA,med,0,cost,1,2015,913.6832227,328.43099409,819.75593031,1415.3759313,3704.0365679
Hidalgo SDA,med,0,cost,1,2016,940.8124873,307.10111071,910.14906729,1508.2867531,3676.0823208
Hidalgo SDA,med,0,cost,1,2017,911.8902277,325.73615383,950.4812827,1469.1352989,4227.2611536
Hidalgo SDA,med,0,cost,1,2018,954.27869504,336.5825467,1002.5294637,1476.8850228,5021.9767115
Hidalgo SDA,med,0,cost,0,2013,1579.4764785,395.81525213,833.7262821,1971.0533965,3928.3018526
Hidalgo SDA,med,0,cost,0,2014,1997.2334002,411.25015558,759.47621601,1157.0561639,4247.9440204
Hidalgo SDA,med,0,cost,0,2015,2393.2695493,392.76682552,834.67385145,1166.6891015,4832.8615903
Hidalgo SDA,med,0,cost,0,2016,2914.9995313,403.75207679,974.97355729,1177.0522181,5546.8429081
Hidalgo SDA,med,0,cost,0,2017,2874.0558259,483.24204385,962.43427956,1170.0711787,5667.2621233
Hidalgo SDA,med,0,cost,0,2018,3326.0156605,466.84198657,1028.5147999,1209.28853,6260.4191255
Hidalgo SDA,med,1,cost,1,2013,792.46591684,432.54571994,997.02570191,,3823.5107391
Hidalgo SDA,med,1,cost,1,2014,928.47620165,471.53607168,793.99273957,1773.0008827,4322.0686839
Hidalgo SDA,med,1,cost,1,2015,914.586954,451.07966691,904.30074972,1636.0202003,4015.238235
Hidalgo SDA,med,1,cost,1,2016,997.67344879,443.00315217,1026.1043903,1862.9098749,4131.0219841
Hidalgo SDA,med,1,cost,1,2017,1045.8903355,484.70175113,1094.3492237,1829.5421629,4412.9883254
Hidalgo SDA,med,1,cost,1,2018,1099.7084457,490.98659587,1099.6367877,1852.9204691,4549.4539808
Hidalgo SDA,med,1,cost,0,2013,1458.2817001,425.53406688,836.14558208,1904.0402319,4016.6297638
Hidalgo SDA,med,1,cost,0,2014,1575.8135128,395.80564077,712.14273791,1068.2501638,3821.404624
Hidalgo SDA,med,1,cost,0,2015,2010.4775175,538.24791166,910.33010645,1244.9219921,4874.4869464
Hidalgo SDA,med,1,cost,0,2016,2567.5717824,595.61954537,1099.8493899,1281.3612419,5781.9828249
Hidalgo SDA,med,1,cost,0,2017,2417.4643854,548.54826425,1047.6661908,1254.9308726,5886.3300078
Hidalgo SDA,med,1,cost,0,2018,2931.6330007,617.24066024,1095.9924607,1250.7091926,6357.607141
Hidalgo SDA,oip,1,cnt,1,2013,0.0556469298,0.029657477,0.1140350877,,0.4702407266
Hidalgo SDA,oip,1,cnt,1,2014,0.0431235431,0.025137741,0.0591397849,0.0585585586,0.4344517604
Hidalgo SDA,oip,1,cnt,1,2015,0.0399698341,0.0306814678,0.0538847118,0.0431034483,0.2481022823
Hidalgo SDA,oip,1,cnt,1,2016,0.0395109395,0.0194258847,0.0432624113,0.0366440294,0.2268249681
Hidalgo SDA,oip,1,cnt,1,2017,0.0361507128,0.0245494096,0.0401785714,0.0370190753,0.187265565
Hidalgo SDA,oip,1,cnt,1,2018,0.0409924488,0.0184795936,0.045379538,0.0336223507,0.1860731102
Hidalgo SDA,oip,1,cnt,0,2013,0.0225541886,0.0108131833,0.0353078983,0.0787878788,0.1818119746
Hidalgo SDA,oip,1,cnt,0,2014,0.0203317282,0.0092036063,0.0330955212,0.0313079777,0.1636317092
Hidalgo SDA,oip,1,cnt,0,2015,0.0388508485,0.0171885355,0.0630397237,0.0323876475,0.2662731928
Hidalgo SDA,oip,1,cnt,0,2016,0.041457753,0.0154608405,0.0649699979,0.0293264185,0.280276954
Hidalgo SDA,oip,1,cnt,0,2017,0.0328268877,0.0139513109,0.045989179,0.0294068861,0.25102525
Hidalgo SDA,oip,1,cnt,0,2018,0.035121741,0.0119278453,0.0542049934,0.0265050744,0.2295474497
Hidalgo SDA,oip,1,cost,1,2013,180.99869484,132.17539278,300.04178662,,1233.4311281
Hidalgo SDA,oip,1,cost,1,2014,173.48506282,117.29207303,116.30145231,10.244031446,1112.9624016
Hidalgo SDA,oip,1,cost,1,2015,114.6376998,115.26788744,221.76083954,20.806919785,821.78675074
Hidalgo SDA,oip,1,cost,1,2016,145.22890488,89.405073325,167.45561799,19.88301067,816.03361629
Hidalgo SDA,oip,1,cost,1,2017,149.85875697,103.35796629,174.40898118,14.211490505,729.29738298
Hidalgo SDA,oip,1,cost,1,2018,194.32313429,87.964054791,166.64037153,14.086133896,817.94139359
Hidalgo SDA,oip,1,cost,0,2013,247.71960914,83.012921127,58.980753082,85.933938634,878.26036732
Hidalgo SDA,oip,1,cost,0,2014,314.30055794,79.680665549,71.691860606,51.98609082,979.93665821
Hidalgo SDA,oip,1,cost,0,2015,387.80222908,166.96575381,125.75725759,48.630708107,1184.8081418
Hidalgo SDA,oip,1,cost,0,2016,635.51856595,186.99849903,136.23002878,76.600295967,1546.6645877
Hidalgo SDA,oip,1,cost,0,2017,517.27868955,178.82274815,148.29134714,56.815687544,1755.9379217
Hidalgo SDA,oip,1,cost,0,2018,531.61131721,168.44580511,110.76928183,49.386371094,1392.0171645
Hidalgo SDA,out,1,cnt,1,2013,3.9095394737,2.6282372598,3.9064327485,,16.942695486
Hidalgo SDA,out,1,cnt,1,2014,4.1101398601,2.6797520661,3.5349462366,8.3851351351,17.139574466
Hidalgo SDA,out,1,cnt,1,2015,4.0829562594,2.486586494,3.2355889724,7.763061651,17.391356479
Hidalgo SDA,out,1,cnt,1,2016,4.9096525097,2.5493689681,5.1070921986,11.728353141,19.946342154
Hidalgo SDA,out,1,cnt,1,2017,7.3857773252,2.7057178372,5.9821428571,15.529663757,26.130136876
Hidalgo SDA,out,1,cnt,1,2018,7.9359942467,2.9004203889,6.5008250825,16.313728324,27.045163947
Hidalgo SDA,out,1,cnt,0,2013,4.9342204369,2.3545606895,3.9882864793,6.6424242424,15.962687512
Hidalgo SDA,out,1,cnt,0,2014,4.7751738898,1.9056473829,3.3351169243,4.6228354978,13.666693354
Hidalgo SDA,out,1,cnt,0,2015,5.0781482584,1.9798293572,3.5357983985,4.7930789187,15.166957798
Hidalgo SDA,out,1,cnt,0,2016,5.998189415,1.9338884909,4.4764121664,5.1700623572,17.131513172
Hidalgo SDA,out,1,cnt,0,2017,7.3761049724,2.0127652934,6.6413784992,8.9073126229,21.502591638
Hidalgo SDA,out,1,cnt,0,2018,8.6480284421,1.9651565897,8.0553000438,10.183742241,24.388430283
Hidalgo SDA,out,1,cost,1,2013,611.75552568,300.47217011,696.98480015,,2590.4719564
Hidalgo SDA,out,1,cost,1,2014,755.23945359,354.78211658,677.69129021,1762.756852,3209.8927474
Hidalgo SDA,out,1,cost,1,2015,799.93418353,335.92479355,683.91828044,1615.2277162,3195.7061652
Hidalgo SDA,out,1,cost,1,2016,852.60844396,353.69072266,858.88521521,1843.0301958,3315.705312
Hidalgo SDA,out,1,cost,1,2017,896.18735907,381.67737204,919.95849975,1815.3320817,3684.2149766
Hidalgo SDA,out,1,cost,1,2018,905.57190855,403.27754678,933.26500332,1838.8418441,3732.486211
Hidalgo SDA,out,1,cost,0,2013,1210.8631234,342.58805083,777.16507481,1818.1063056,3138.7376934
Hidalgo SDA,out,1,cost,0,2014,1261.9122644,316.2336192,640.48066244,1016.2879222,2842.019861
Hidalgo SDA,out,1,cost,0,2015,1622.9531148,371.70985913,784.83176249,1196.3949532,3691.4769561
Hidalgo SDA,out,1,cost,0,2016,1932.4496567,409.02908319,963.683777,1204.8433196,4236.4805588
Hidalgo SDA,out,1,cost,0,2017,1900.6453963,369.87058207,899.42865626,1198.1710907,4131.5744324
Hidalgo SDA,out,1,cost,0,2018,2400.1591112,448.93498519,985.4530211,1201.3893798,4966.9879101
Jefferson SDA,ed,1,cnt,1,2013,0.1905901116,0.0867208672,0.3070175439,0.2866666667,1.0023109789
Jefferson SDA,ed,1,cnt,1,2014,0.1708994709,0.0888888889,0.2368421053,0.3043478261,0.8431216931
Jefferson SDA,ed,1,cnt,1,2015,0.1860572484,0.0668549906,0.2152777778,0.2083333333,0.8793597162
Jefferson SDA,ed,1,cnt,1,2016,0.1720430108,0.0851851852,0.365248227,0.1333333333,0.9217581105
Jefferson SDA,ed,1,cnt,1,2017,0.2035755479,0.0704960836,0.2254901961,0.1323529412,0.9268494092
Jefferson SDA,ed,1,cnt,1,2018,0.1548245614,0.076744186,0.193452381,0.1111111111,0.6708452332
Jefferson SDA,ed,1,cnt,0,2013,0.1651061174,0.078612209,0.1556970984,0.0833333333,0.6891101179
Jefferson SDA,ed,1,cnt,0,2014,0.1337513062,0.0580808081,0.1456953642,0.0964912281,0.5997447962
Jefferson SDA,ed,1,cnt,0,2015,0.1799280737,0.108829084,0.2044917258,0.1875,0.8630543828
Jefferson SDA,ed,1,cnt,0,2016,0.1726785054,0.1032971619,0.1925373134,0.1164745437,0.8130542159
Jefferson SDA,ed,1,cnt,0,2017,0.1807834833,0.0973089194,0.1831337325,0.1323529412,0.8131015264
Jefferson SDA,ed,1,cnt,0,2018,0.1762759924,0.1026222078,0.1749174917,0.1509846827,0.7613056943
Jefferson SDA,ed,1,cost,1,2013,74.521044679,33.258903082,65.383157764,189.4844462,201.4045863
Jefferson SDA,ed,1,cost,1,2014,60.2761746,31.731537148,42.71929858,182.28974649,254.7424044
Jefferson SDA,ed,1,cost,1,2015,76.333679426,19.18274943,73.67468778,78.297500292,275.258741
Jefferson SDA,ed,1,cost,1,2016,74.580722778,29.04713886,147.06907953,8.1968333511,285.56639977
Jefferson SDA,ed,1,cost,1,2017,101.69991883,19.102463062,93.403791839,42.637237691,352.88853321
Jefferson SDA,ed,1,cost,1,2018,66.531408351,26.163655232,106.87895757,14.68527764,335.15569017
Jefferson SDA,ed,1,cost,0,2013,65.30822531,24.646128794,49.433022168,12.020192171,225.24903245
Jefferson SDA,ed,1,cost,0,2014,59.010677659,18.395880222,46.421876334,49.371754295,191.07249989
Jefferson SDA,ed,1,cost,0,2015,85.166028303,31.172846969,78.757864962,19.299374898,316.17704795
Jefferson SDA,ed,1,cost,0,2016,87.930831545,52.495937658,78.59597532,55.5275717,328.10754935
Jefferson SDA,ed,1,cost,0,2017,98.107625788,46.124907021,76.473121187,77.190705535,335.31348477
Jefferson SDA,ed,1,cost,0,2018,144.78989197,75.36725703,104.88053885,107.56095563,469.19735328
Jefferson SDA,inp,0,cnt,1,2013,0.0590111643,0.0284552846,0.0087719298,0.0733333333,0.0985775599
Jefferson SDA,inp,0,cnt,1,2014,0.0412698413,0.0555555556,0.0614035088,0.0869565217,0.5551587302
Jefferson SDA,inp,0,cnt,1,2015,0.0475530933,0.0254237288,0.0555555556,0.0416666667,0.3199784763
Jefferson SDA,inp,0,cnt,1,2016,0.0424133811,0.0222222222,0.0496453901,0.0333333333,0.2366441504
Jefferson SDA,inp,0,cnt,1,2017,0.0409457901,0.0156657963,0.0359477124,0.0326797386,0.1812808986
Jefferson SDA,inp,0,cnt,1,2018,0.0210526316,0.019379845,0.0267857143,0.0176767677,0.123119815
Jefferson SDA,inp,0,cnt,0,2013,0.0420307948,0.0092226614,0.0272469922,0.0384615385,0.127987303
Jefferson SDA,inp,0,cnt,0,2014,0.0404911181,0.0115440115,0.03200883,0.0087719298,0.1482919899
Jefferson SDA,inp,0,cnt,0,2015,0.0350640593,0.0063739377,0.0445232467,0.0833333333,0.1837574555
Jefferson SDA,inp,0,cnt,0,2016,0.0332038476,0.0081385643,0.0348258706,0.0463496638,0.1600697769
Jefferson SDA,inp,0,cnt,0,2017,0.0367037233,0.0091552226,0.0291916168,0.0343137255,0.1408038921
Jefferson SDA,inp,0,cnt,0,2018,0.0304032766,0.0068522715,0.0286028603,0.0401167031,0.1370759286
Jefferson SDA,inp,0,cost,1,2013,252.34969697,129.66086721,38.871666667,660.73317778,431.24800862
Jefferson SDA,inp,0,cost,1,2014,176.90026455,220.24744444,354.58885965,1014.1925,2323.9397923
Jefferson SDA,inp,0,cost,1,2015,238.30532779,200.92419962,122.66354167,73.604166667,934.29174516
Jefferson SDA,inp,0,cost,1,2016,267.56569295,137.62128704,305.79666667,13.763333333,1353.130933
Jefferson SDA,inp,0,cost,1,2017,263.15376586,72.142832898,149.57630719,125.0550817,879.20220392
Jefferson SDA,inp,0,cost,1,2018,114.15233333,105.09465891,126.938125,12.954191919,431.4977416
Jefferson SDA,inp,0,cost,0,2013,445.25964211,80.470166886,112.7228804,310.17666667,926.93580276
Jefferson SDA,inp,0,cost,0,2014,975.18244514,140.65867244,159.56057395,3.9942105263,1498.3519131
Jefferson SDA,inp,0,cost,0,2015,879.3503203,51.848996695,244.07886525,58.546041667,1577.6787596
Jefferson SDA,inp,0,cost,0,2016,1025.810653,159.31627504,216.83337562,198.07806196,1726.8690705
Jefferson SDA,inp,0,cost,0,2017,888.43720487,161.66824733,186.48846307,213.75459079,1530.3820613
Jefferson SDA,inp,0,cost,0,2018,691.87906033,142.05788982,214.06339384,222.91590627,1344.7432847
Jefferson SDA,inp,1,cnt,1,2013,0.0701754386,0.0596205962,0.0263157895,0.0677777778,0.1631293681
Jefferson SDA,inp,1,cnt,1,2014,0.0433862434,0.0703703704,0.0350877193,0.0217391304,0.3116732804
Jefferson SDA,inp,1,cnt,1,2015,0.0489381348,0.0348399247,0.0416666667,0.0833333333,0.214361186
Jefferson SDA,inp,1,cnt,1,2016,0.0394265233,0.0314814815,0.0531914894,0.025,0.2845832185
Jefferson SDA,inp,1,cnt,1,2017,0.0380622837,0.0117493473,0.0163398693,0.0506535948,0.1304994617
Jefferson SDA,inp,1,cnt,1,2018,0.0302631579,0.0186046512,0.0416666667,0.047979798,0.2267009578
Jefferson SDA,inp,1,cnt,0,2013,0.0401581357,0.0083443127,0.0495399858,0.0576923077,0.2353618123
Jefferson SDA,inp,1,cnt,0,2014,0.0300417973,0.0082972583,0.0513245033,0.0175438596,0.2028490625
Jefferson SDA,inp,1,cnt,0,2015,0.0374241403,0.011095373,0.0788022065,0.1458333333,0.30480956
Jefferson SDA,inp,1,cnt,0,2016,0.0398631151,0.0116165832,0.0723880597,0.0463496638,0.2823250644
Jefferson SDA,inp,1,cnt,0,2017,0.0399682372,0.0119988903,0.0708582834,0.0436913896,0.2603105982
Jefferson SDA,inp,1,cnt,0,2018,0.0320573409,0.0080392792,0.0537220389,0.0421225383,0.1968286676
Jefferson SDA,inp,1,cost,1,2013,310.69441786,286.50691057,80.967719298,510.55523333,699.76043954
Jefferson SDA,inp,1,cost,1,2014,182.42585185,383.15007407,221.44859649,106.97449275,1851.5336343
Jefferson SDA,inp,1,cost,1,2015,228.08314866,182.31991525,162.35548611,158.86333333,760.16373906
Jefferson SDA,inp,1,cost,1,2016,187.36474313,213.527,257.9185461,25.58025,1041.0909632
Jefferson SDA,inp,1,cost,1,2017,263.32845444,59.306914708,116.42797386,274.76091503,941.04734666
Jefferson SDA,inp,1,cost,1,2018,177.59720175,131.15763566,216.27636905,40.754823232,1109.4674915
Jefferson SDA,inp,1,cost,0,2013,425.92830108,66.203120334,305.5752017,274.20275641,1672.0578996
